key,english,korean
policy_knightly_duties,Knightly Duties,기사의 의무
policy_leader_enhancement,Leader Enhancement,지도자 강화
policy_leadership,Leadership,지도자
policy_logistics_policy,Logistics Policy,물류 정책
policy_metabolic_regulation,Metabolic Regulation,신진대사 조절
policy_migration,Migration,이주
policy_orbital_bombardment,Orbital Bombardment,궤도 폭격
policy_orbital_bombardment_accept_surrender,Orbital Surrender Acceptance,궤도 항복 수락
policy_population_controls,Population Controls,인구 통제
policy_psionic_choir,Psionic Choir,사이오닉 합창단
policy_psionic_suppression_policy,Psionic Suppression,사이오닉 억제
policy_purge,Purge,정화
policy_refugees,Refugees,난민
policy_relentless_industrialists_policy,Industrialism,산업주의
policy_replicatory_association_insurance,Replicant Insurance,복제 보험
policy_research_policy,Research Focus,연구 중점
policy_research_restriction_policy,Research Restrictions,연구 제한
policy_resettlement,Resettlement,재정착
policy_robot_pop_policy,Robotic Workers,로봇 노동자
policy_slavery,Slavery,노예제
policy_slavery_procreation,Slave Procreation,노예 생식
policy_space_fauna_growth,Space Fauna Growth,우주 동물 육성
policy_subjugation_war_terms,Subjugation War Terms,종속 전쟁 조건
policy_synthetic_identities_policy,Synthetic Identities,합성 인격
policy_trade_policy,Trade Policy,무역 정책
policy_virtuality_focus,Virtual Focus Policy,가상 중점 정책
policy_voting_rights,Voting Rights,투표권
policy_war_doctrine,War Doctrine,전쟁 교리
policy_war_economy,War Economy,전시 경제
policy_war_philosophy,War Philosophy,전쟁 철학
pop_category_drones,Drone,드론
pop_category_precursor,Precursor Living Standards,선구자 생활 수준
pop_category_purge,Being Purged,정화되는 중
pop_category_robot,Robotic Servant,로봇 하인
pop_category_xeno_ward,Primitive Living Standards,원시 생활 수준
resource_subsidies,Contribution,자원 기여
resource_subsidies_advanced,Advanced,고급
resource_subsidies_basic,Basic,기초
resource_subsidies_research,Research,연구
resource_subsidies_strategic,Strategic,전략
sector_capital_world,Sector Capital,구역 수도
sector_established,Sector Established,구역 설립 완료
sector_governor_assigned,Sector Governor,구역 총독
sector_separatist_supporter,Sector separatist supporter,구역 분리주의 지지자
ship_aura_components,Ship Aura (Titan),함선 오라(타이탄)
ship_battleship,Battleships,전함
ship_components,Components,부품
ship_corvette,Corvettes,초계함
ship_cruiser,Cruisers,순양함
ship_destroyer,Destroyers,구축함
ship_edicts,Ship Edicts,함선 시행령
ship_excess_power,Excess Power,초과 전력
ship_gasgiant_category,Gas Giant Ship,거대 가스 행성의 함선
ship_graveyard,Starship Graveyard,우주선 묘지
ship_growth_stage_1,Juvenile,유체
ship_growth_stage_2,Mature,성체
ship_growth_stage_3,Elder,원로
ship_growth_stage_4,Ancient,고대
ship_junkyard,Ship Junkyard,함선 처리장
ship_master_cruiser,Precursor Ship Design,선구자 함선 설계
ship_max_damaged_effect,Damaged Penalty,피해 불이익
ship_military_station_small,Defense Platforms,방어 플랫폼
ship_mounted,Ship-mounted,함선 장착용
ship_orbit_repair,Orbit Repair,궤도 수리
ship_science,Science Ships,과학선
ship_sections,Sections,구획
ship_sensor_components,Sensors,감지기
ship_survey_boost,Enhanced Survey Scanner,향상된 탐사 스캐너
ship_upgrades,Ship Upgrades,함선 업그레이드
situation_a_rift_in_space_devote_research,Devote Research,적극적인 연구
situation_a_rift_in_space_send_probes,Send Probes,탐사정 투입
situation_a_rift_in_space_standard,Study Passively,소극적인 관측
situation_alloys_deficit,Alloys Shortages,합금 부족
situation_approach_tt,Approach,접근 방식
situation_ban_implant_weapons_tt,Implant Weapons Banned,삽입물 무기 금지
situation_breach_shroud,Psionic Ascension,사이오닉 승격
situation_consumer_goods_deficit,Consumer Goods Shortages,소비재 부족
situation_control_market_tt,Controlled Implant Market,삽입물 시장 통제
situation_cosmic_dawn,Deep Excavation,심층 발굴
situation_cyberization,Cyberization,사이버화
situation_cyberization_cautious,Cautious,신중
situation_cyberization_culled_drones_desc,Defective Drones Culled,결함 드론 제거
situation_cyberization_hive_outcome,A cybernetic population.,인구 전체가 사이버네틱이 됩니다.
situation_cyberization_hive_type,Ascension Situation,승격 상황
situation_cyberization_ongoing_desc,Cyberization Ongoing,사이버화 진행 중
situation_cyberization_overdrive,Overdrive,가속화
situation_cyberization_pause_desc,Situation Paused,상황 일시 정지
situation_cyberization_researching_alternatives_desc,Researching Alternative Implants,대안 삽입물 연구
situation_cyberization_streamlined,Streamlined,간소화
situation_cybernetic_creed_cyberization_funding,Extra Funds,추가 자금 지원
situation_cybernetic_creed_cyberization_no_funding,Church Funded,일정 자금 지원
situation_cybernetic_creed_cyberization_people_power,People Powered,민중의 힘
situation_destroy_crystal_sphere_astral,Astral Approach,아스트랄적 접근
situation_destroy_crystal_sphere_mechanical,Mechanical Approach,기계적 접근
situation_destroyed_research_tt,Destroyed Research,연구 파기
situation_digitization,Synthesization,합성체 전환
situation_digitization_errorcorrecting,Error Correcting,오류 보정
situation_digitization_ongoing_desc,Synthesization Ongoing,합성체 전환 진행 중
situation_digitization_outcome,A synthetic population.,인구 전체가 합성체가 됩니다.
situation_digitization_overclocked,Overclocked,오버클럭
situation_digitization_realtime,Real Time,실시간
situation_doomclock_difficulty_modifier,Crisis Difficulty Slider,위기 난이도 슬라이더
situation_doomclock_eleventh_hour,Impending Doom,임박한 파멸
situation_energy_deficit,Energy Shortages,에너지 부족
situation_entry_top_header,Outstanding Situations,관심 상황
situation_evolutionary_predators_consume,Consume,섭취
situation_evolutionary_predators_incorporate,Incorporate,합병
situation_evolutionary_predators_synthesize,Synthesize,합성
situation_exotic_gases_deficit,Exotic Gas Shortages,외계 가스 부족
situation_experimental_testing,Experimental Testing,실험적 연구
situation_experimental_testing_hold,Hold Testing,실험 보류
situation_experimental_testing_stage_1,Tests Ongoing,실험 진행
situation_food_deficit,Food Shortages,식량 부족
situation_free_market_tt,Free Implant Market,자유 삽입물 시장
situation_frenzied_voidworms,Frenzied Voidworms,광분한 공허충
situation_fulfill_drive,Fulfill,충족
situation_galactic_hyperthermia,Galactic Firestorm,은하 화염 폭풍
situation_galactic_hyperthermia_timer,Mobilization,동원
situation_geomagnetic_storm,Geomagnetic Storm,지자기 폭풍
situation_gh_approach_other,Extinguish the Flame,불길 잠재우기
situation_gh_approach_perp,Fuel the Fire,불에 기름 붓기
situation_gh_approach_timer,Face the Fallout,후폭풍에 맞서다
situation_gh_difficulty_progress,Difficulty,난이도
situation_gravity_well,Gravity Well,중력장
situation_initiate_storm,Gather the Storm,폭풍 모으기
situation_judicial_overhaul_tt,Judicial Overhaul,사법 개편
situation_judicial_reset_tt,Judicial Reset,사법 초기화
situation_kaleidoscope,The Kaleidoscope,만화경
situation_kinesthetic_microfusion_tt,Kinesthetic Microfusion Configuration,운동 감각적 미세 핵융합 조정
situation_last_gift,The Last Gift,마지막 선물
situation_living_snow,Unusual Snow,특이한 눈
situation_machine_uprising,AI-Related Incidents,AI 관련 사건
situation_machine_uprising_evaded,Situation Evaded,상황 회피
situation_machine_uprising_pops_monthly_progress,Mechanical Pops,기계식 팝
situation_machine_uprising_violated,Violated Robots,로봇 침해
situation_mineral_deficit,Mineral Shortages,광물 부족
situation_mysterious_labyrinth,The Mysterious Labyrinth,수수께끼의 미궁
situation_nanotech_consume_planet_monthly_change_tooltip,Nanite Extraction Progress,나노봇 추출 진행도
situation_nanotech_consume_planet_type,Extract Nanites,나노봇 추출
situation_nwo_stage_four,Final Round,최종 결전
situation_nwo_stage_one,Burgeoning Conflict,분쟁의 시작
situation_nwo_stage_three,Power Struggles,권력 투쟁
situation_nwo_stage_two,Tipping the Scales,전세 역전
situation_observation_insight,Observation Insights,관측 통찰
situation_origin_first_promise_construction,Construction Projects,건설 프로젝트
situation_origin_first_promise_engineering,New Technologies,신기술
situation_origin_first_promise_expansion,Internal Affairs,내정
situation_origin_first_promise_prospecting,New Resources,신규 자원
situation_origin_forgotten_balanced,Seek Compromise,절충안 제안
situation_origin_forgotten_crackdown,Crack Down,단속 실시
situation_origin_forgotten_propaganda,Use Propaganda,선전 실시
situation_paperclip_stage_1,Months Left,남은 개월 수
situation_paperclips,Commodities Consolidation,물품 생산 강화
situation_paragon_origin_reformists_struggle_accept,Call For Negotiations,협상 요청
situation_paragon_origin_reformists_struggle_harsh,Maintain Control,통제 유지
situation_paragon_skrand_balanced,Balanced Funding,균형 잡힌 자금 지원
situation_paragon_skrand_crisis,Study The Crisis,위기 조사
situation_paragon_skrand_crisis_type,Crisis Study,위기 조사
situation_paragon_skrand_cure,Cure Progression,치료 진행도
situation_paragon_skrand_cure_ascension_tt,Genetic Expertise,유전자 전문 지식
situation_paragon_skrand_cure_generous,Extensive Research,확대 연구
situation_paragon_skrand_cure_nothing,Minimal Research,최소 연구
situation_paragon_skrand_cure_regular,Standard Research,표준 연구
situation_paragon_skrand_generous,Generous Funding,넉넉한 자금 지원
situation_paragon_skrand_integration,Command Integration,지휘 통합
situation_paragon_skrand_low,Minimal Funding,최소 자금 지원
situation_paragon_skrand_none,No Funding,자금 지원 중단
situation_paragon_skrand_rebuild,Rebuild The Talon,발톱 재건조
situation_paragon_skrand_sickness,Illness Progression,질병 진행도
situation_paragon_skrand_sickness_generous,Intensive Care,집중 진료
situation_paragon_skrand_sickness_nothing,Minimal Care,최소 진료
situation_paragon_skrand_sickness_standard,Standard Care,표준 진료
situation_paragon_skrand_sickness_tech_tt,Vitality Boosters,활력 부스터
situation_paragon_skrand_sickness_type,Illness,질병
situation_paragon_skrand_species,New Species,새 종족
situation_paragon_skrand_species_type,Genetic Experiment,유전자 실험
situation_paragon_skrand_study,Study The Talon,발톱 연구
situation_paragon_skrand_study_type,Talon Study,발톱 연구
situation_paragon_skrand_upgrade,Upgrade The Talon,발톱 업그레이드
situation_paragon_skrand_upgrade_type,Talon Upgrade,발톱 업그레이드
situation_plague_stage_one,First Wave,제1의 물결
situation_plague_stage_three,Fever Broken,증상 완화
situation_plague_stage_two,Second Wave,제2의 물결
situation_planetary_revolt_type,Planetary Revolt,행성 반란
situation_pre_ftl_nwo,New World Order,새로운 세계 질서
situation_pre_ftl_plague,Zoonotic Plague,동물성 전염병
situation_pre_ftl_singularity,Organic Singularity,유기체적 특이점
situation_pre_ftl_singularity_type,Singularity Event,특이점 이벤트
situation_rare_crystals_deficit,Rare Crystal Shortages,희귀 크리스탈 부족
situation_red_giant_expansion,Red Giant Expansion,적색 거성 팽창
situation_reform_taxes_tt,Implant Taxes Reformed,삽입물 과세 개혁
situation_repeal_taxes_tt,Implant Taxes Repealed,삽입물 과세 폐지
situation_rewrite_implant_software_tt,Implant Software Rewrite,삽입물 소프트웨어 재작성
situation_sabotage,Black Needle Saboteurs,블랙 니들 공작원
situation_snow_hostile,Melt it. All.,전부 다 녹여 버리세요.
situation_snow_observation,Observe it Peacefully,조용히 관찰한다
situation_snow_very_hostile_tt,Exceptional Pyromaniacal Efforts,특수 방화 작업
situation_speed_tt,Situation Speed,상황 진행 속도
situation_stellarite_infested_star_type,Infested Star,감염된 항성
situation_stormfall,Stormfall,폭풍 출현
situation_stormfall_balanced,Balanced,균형
situation_stormfall_building,Storm Attraction Building,폭풍 유인 건물
situation_stormfall_chill,Chill,잠잠함
situation_stormfall_leader_ongoing,Leader Storm Boosting,지도자 폭풍 증폭
situation_stormfall_project_pause_desc,Special Project,특별 프로젝트
situation_stormfall_shredding,Shredding,파괴적
situation_stormfall_type,Origin Situation,기원 상황
situation_study_crystal_sphere_astral,Astral Method,아스트랄을 이용한 방법
situation_study_crystal_sphere_mundane,Mundane Method,평범한 방법
situation_study_crystal_sphere_observe,Observe and Report,관찰 및 보고
situation_study_crystal_sphere_type,Study Crystal Sphere,크리스탈 스피어 조사
situation_synth_queen_balanced_approach,Balanced Observation,균형 잡힌 관찰
situation_synth_queen_doomclock,Cetana's Work,세타나의 과업
situation_synth_queen_military_approach,Military Boost,군사 증진
situation_synth_queen_player_facing_type,The Synthetic Queen,합성체 여왕
situation_synth_queen_research_approach,Research Boost,연구 증진
situation_synth_queen_spy_approach,Espionage Boost,첩보 증진
situation_synthetic_fertility_approach_none,Economy First,경제 우선
situation_synthetic_fertility_approach_tech_low,Extra Funding,추가 자금 지원
situation_synthetic_fertility_approach_unity_high,Emergency Measures,비상조치
situation_synthetic_fertility_approach_unity_low,Virtual Designing,가상 설계
situation_synthetic_fertility_digitization,Rapid Identity Preservation,신속한 인격 보전
situation_synthetic_fertility_synthesization_careful,Careful Approach,신중한 접근
situation_synthetic_fertility_synthesization_full_speed,Full Speed,최고 속도
situation_tainted_voidspawn_type,Voidspawn Contaminant,공허 태생체 오염 물질
situation_test_subject_lottery_tt,Test Subject Lottery,피험자 추첨
situation_tests_paused_tt,Tests Paused,테스트 일시 정지
situation_the_seal,The Seal,봉인
situation_the_seal_do_nothing,Do Nothing,아무것도 안 한다
situation_the_seal_pump_exotic_gases,Pump Exotic Gases,외계 가스 펌프
situation_the_seal_weave_astral_fabric,Weave Astral Fabric,아스트랄 직물 직조
situation_toxic_knights_demotivation_tt,Demotivated Knights,사기가 떨어진 기사
situation_toxic_knights_frugal,Frugal Funding,인색한 후원
situation_toxic_knights_jobs_tt,Knight Jobs,기사 직업
situation_toxic_knights_motivation_tt,Motivated Knights,사기가 오른 기사
situation_toxic_knights_regular,Regular Funding,일반적인 후원
situation_toxic_knights_type,Knightly Quest,기사단 모험
situation_transformation,Transformation,대전환
situation_unplugged_faction_opinion_tt,Faction Support,세력 지지도
situation_unplugged_identity,Embodied Identity,체화된 정체성
situation_unplugged_identity_discourage_change,Status Quo,현상 유지
situation_unplugged_identity_embrace_opinion,Support Trend,지원 추세
situation_unplugged_identity_open_conversations,No Interference,불간섭
situation_unplugged_identity_opinion_settled_tt,Opinion Settled,여론 확정
